,time,text,support,against,post_id,year,month
42,2019年4月1日 07:11:57,"['反英嗰班同反曹嗰班邊班怨婦啲', '柔里罪狀', '二十五、開V講返La Vie En Rose活動最後一次FS啲野 到個八婆講野時 佢噤停全部人 要全部人留心聽佢講嘢 好大個官威', '（詳：https://www.vlive.tv/video/99713 6:12)', '', '都唔知有幾多隊試過咁', '', '二十九、蛙蛙mail度講佢係咁叫油b唔好講鬼故，但油b仲專登講黎嚇佢', '唔評價', '是但抽兩個出黎都覺得好撚好笑', '佢地唔係話牙HI已經想DUP柒牙嘈咩']",0,0,1087335,2019,4
43,2019年4月1日 07:06:02,"['收皮啦傻鳩', '0']",0,1,1087335,2019,4
44,2019年4月1日 05:32:38,"['估唔到你鍾意汪啦溫 好彩你無幫佢地招黑', '跑步都要同人講==', '你當尼度snapchaaaat牙']",0,0,1087335,2019,4
45,2019年4月1日 05:23:55,"['唔係牙降企C位既話 其他是但一個企都無異議', '我企左一秒C', 'sorry']",0,0,1087335,2019,4
46,2019年4月1日 05:20:47,"['唔係牙降企C位既話 其他是但一個企都無異議', '0']",0,1,1087335,2019,4
47,2019年4月1日 05:17:57,"['估唔到你鍾意汪啦溫 好彩你無幫佢地招黑', '0']",0,1,1087335,2019,4
48,2018年1月15日 21:10:42,"['盧卡古超強的終結能力', '', '係咪曼聯太多力架搞到作者認錯人', '9']",0,1,530587,2018,1
49,2018年1月15日 21:15:36,"['盧卡古超強的終結能力', '', '係咪曼聯太多力架搞到作者認錯人', '終結自己球隊既能力']",8,0,530587,2018,1
50,2018年1月15日 21:15:58,"['再比如說曼城主場迎戰英冠的布里斯托城也僅僅贏了一個2-1', '', '但獌輸埋俾布里斯托城添喎']",7,0,530587,2018,1
51,2018年1月15日 20:56:34,['咁早就有飛機文'],2,0,530587,2018,1
52,2018年1月16日 00:35:46,['盧卡古超強的終結能力'],0,0,530587,2018,1
53,2018年1月16日 00:25:41,"['都話曼狗班人神神地', '', '曼差12分就爭冠', '利車差15分就保4', '', '事實係曼狗下半季一場 強隊都未打', '打曼城果場仲要打客', '啲記者鳩寫下野賺錢姐，唔洗咁認真', '唔講以為篇文係呢度d獌迷打嘅']",0,0,530587,2018,1
54,2018年1月15日 22:37:26,"['都話曼狗班人神神地', '', '曼差12分就爭冠', '利車差15分就保4', '', '事實係曼狗下半季一場 強隊都未打', '打曼城果場仲要打客', '啲記者鳩寫下野賺錢姐，唔洗咁認真', '0']",0,1,530587,2018,1
55,2018年1月15日 22:18:04,"['都話曼狗班人神神地', '', '曼差12分就爭冠', '利車差15分就保4', '', '事實係曼狗下半季一場 強隊都未打', '打曼城果場仲要打客', '1']",1,1,530587,2018,1
56,2018年1月15日 22:14:51,"['盧卡古超強的終結能力', '', '係咪曼聯太多力架搞到作者認錯人', '機會終結者', '進攻終結者', 'GK終結者']",0,0,530587,2018,1
57,2018年1月15日 21:58:30,['聖誕快車生性d都叫有得追下既 整個三連和 點追啊'],0,0,530587,2018,1
58,2018年1月15日 21:57:57,"['盧卡古超強的終結能力', '', '係咪曼聯太多力架搞到作者認錯人', '機會終結者', '進攻終結者', '0']",0,1,530587,2018,1
59,2018年1月15日 21:51:10,"['盧卡古超強的終結能力', '', '係咪曼聯太多力架搞到作者認錯人', '機會終結者', '0']",0,1,530587,2018,1
60,2018年1月15日 21:51:09,['今次咁無武俠小說feel'],0,0,530587,2018,1
61,2018年1月15日 21:13:07,['莫拉達變得不會入球了'],0,0,530587,2018,1
62,2018年1月15日 21:05:14,['嗚呀～射左啦'],0,0,530587,2018,1
63,2018年1月15日 20:27:33,"['魚拉突！啪啪啪！魚拉突！啪啪啪！', '', '', '本輪英超最大的新聞是曼城輸波了，許多專家曾預測藍月亮今季可能不敗奪冠，但現在這樣的願景已經破滅了。但在曼聯本輪贏波之後，兩方的積分差距依然還有12分之多，在聯賽還有15輪的情況下，曼聯真的還有機會嗎？', '', '摩連奴認為機會不大了，因為積分差距太大了。根據知情人透露，許多曼城球員在作客以2-1掀翻曼聯之後，就認為冠軍已經是囊中之物了，所以他們大肆的在奧脫福更衣室慶祝，這甚至還引發了雙方大規模的衝突，曼城助攻阿迪達眼角被打出了一個口子。', '', '但事情總是不斷變化當中的。曼城目前正處於相當疲憊、相當危險的一個階段，一方面是密集的魔鬼賽程，另一方面是球員心理上的鬆懈，似乎認為取勝總是輕而易舉的，再加上核心球員施華分心於家務事，所以這支曼城正處於相當微妙的一段時期。比如之前，曼城作客還險些被水晶宮絕殺，再比如說曼城主場迎戰英冠的布里斯托城也僅僅贏了一個2-1，面對利物浦時球隊還罕見的失了4球。', '', '這些都暴露出了曼城之前在連勝期間被隱藏、或者被忽視的問題。當然，只要曼城之後不犯大的錯誤，冠軍依舊會是哥迪奧拿的。只是更多的人希望，在曼城犯錯的同時，能夠有更強敵的挑戰者出現，讓整個英超聯賽更具懸念，更加的刺激。', '', '現在這個挑戰者出來了，曼聯已經突出重圍成為了曼城最大的挑戰者。曼聯不光光是在積分榜上排名第二位，從球隊實力以及後備深度上，曼聯都是最為接近曼城的球隊。在身後的利物浦與車路士都很強，但目前兩支球隊都遇到了各種各樣的問題，紅軍形勢不錯，但他們剛剛走了進攻核心古天奴，車路士最近進攻突然陷入了停滯，莫拉達變得不會入球了。', '', '曼聯這一邊，普巴開始展現自己的進攻才華。他連續2場比賽送出2次助攻，在14場聯賽中已經送出了9次助攻，他如今在摩帥的體系當中如魚得水。此外，摩帥整體的進攻套路也開始漸入佳境，馬迪爾犀利的突破，普巴精準的傳球以及盧卡古超強的終結能力，這一切都使得曼聯變得更加的出色。', '', '試想一下，如果曼聯再加上山齊士呢？球隊的整個化學效應會有多強烈。山齊士可能代替馬達的位置，他與馬迪爾可以形成兩翼齊飛，兩人都有超強的突破能力，這樣的話能夠為曼聯扯開更多的進攻空間，球隊的進攻就變得更加的立體與難以防範。球隊的整個戰鬥力將提升一個檔次。', '', '從長遠來看，即使曼聯今季還不足以抹平與曼城12分的差距，但除了曼城球迷之外，誰都不希望英超再出現一支像當年巴塞一樣的「地上最強」，這將讓整個英超變得很無趣，而隨著曼聯實力的不斷加強，隨著馬迪爾、拉舒福特等人的成長，在未來很長一段時間內，摩連奴會成為一名有力的挑戰者，向哥迪奧拿發起挑戰，就像他當年在皇馬做的事情一樣。']",0,20,530587,2018,1
64,2016年12月19日 01:31:21,"['', '', '其實係大部份都唔識香港 試想像下當年冇依家資訊咁流通，再加上溫尼柏榴彈兵同Royal Canadian Rifles啲兵其實好多都係加拿大啲鄉村嚟，佢地係想去東方見識下，但係又冇錢，所以揀咗參軍（係又老兵 Ralph McLean係蘋果動講嘅）', '鄉下仔唔係唔識香港，係乜都唔識', '其實係當時英國一直比壓力加拿大要加拿大去北非幫拖，但加拿大普遍都唔太想出兵，咁啱離開香港既總司令經加拿大返英國嗰陣問加拿大政府派兵支援，加拿大政府諗住遠東應該冇咁快開戰/機會低，又可以叫做回應左英國既請求，又可以有時間地方比新兵練下，就即刻做個順水人情派兵嚟', '', '點知派左嚟後裝備都未送得切，就已經開打', '', '唔係裝備送唔切', '而係送裝備隻船中途去咗太平洋戰役', '所有重型裝備都嚟唔到香港', '班加拿大兵之中royal rifles淨係serve過the Dominion of Newfoundland, St. John, 同埋New Brunswick', 'Winnipeg grenadiers就淨係去過Jamaica', '即係話一班新仔啱啱完左tutorial就直接要打legendary難度嘅關', '', '加拿大佬係好撚勇嘅軍人 平時好撚和平 行路俾你撞親/踩到都會講sorry', '但打起仗上嚟佢地完全係變身咁', '唔講Gander, Lawson, Osborn呢幾位耳熟能詳嘅英烈', '37位傷咗嘅Grenadiers喺個Pill box入面同日本仔打咗3日，日本仔爆門入到去係嚇呆咗，冇諗過37位傷咗嘅士兵可以對抗到3日', '差唔多2000人嚟，死左500幾個，香港呢個地方仲要對佢地冇咩意義', '老實講，今日嘅香港都唔知有幾多人可以為香港做到咁，我都唔敢講自己可唔可以咁英勇']",0,0,41754,2016,12
65,2016年12月18日 05:48:09,"['想當年聽阿sir 講個兩營加拿大兵連香港係邊到都唔知，以為去好似去遠東遠行，陽光與海灘，沒諗過一黎就戰死異鄉', '真係好慘下']",0,0,41754,2016,12
66,2016年12月18日 05:46:10,"['想當年聽阿sir 講個兩營加拿大兵連香港係邊到都唔知，以為去好似去遠東遠行，陽光與海灘，沒諗過一黎就戰死異鄉', '無可能唔識香港啦。', '', '反而佢地唔知自己目的地係香港就真，因為軍情要保密，事前唔會同士兵講行軍調動啲詳情', '', '其實係大部份都唔識香港 試想像下當年冇依家資訊咁流通，再加上溫尼柏榴彈兵同Royal Canadian Rifles啲兵其實好多都係加拿大啲鄉村嚟，佢地係想去東方見識下，但係又冇錢，所以揀咗參軍（係又老兵 Ralph McLean係蘋果動講嘅）', '鄉下仔唔係唔識香港，係乜都唔識', '其實係當時英國一直比壓力加拿大要加拿大去北非幫拖，但加拿大普遍都唔太想出兵，咁啱離開香港既總司令經加拿大返英國嗰陣問加拿大政府派兵支援，加拿大政府諗住遠東應該冇咁快開戰/機會低，又可以叫做回應左英國既請求，又可以有時間地方比新兵練下，就即刻做個順水人情派兵嚟', '', '點知派左嚟後裝備都未送得切，就已經開打']",0,0,41754,2016,12
67,2016年12月17日 03:48:19,['Respect'],0,0,41754,2016,12
68,2016年12月17日 03:37:46,"['想當年聽阿sir 講個兩營加拿大兵連香港係邊到都唔知，以為去好似去遠東遠行，陽光與海灘，沒諗過一黎就戰死異鄉', '無可能唔識香港啦。', '', '反而佢地唔知自己目的地係香港就真，因為軍情要保密，事前唔會同士兵講行軍調動啲詳情', '', '其實係大部份都唔識香港 試想像下當年冇依家資訊咁流通，再加上溫尼柏榴彈兵同Royal Canadian Rifles啲兵其實好多都係加拿大啲鄉村嚟，佢地係想去東方見識下，但係又冇錢，所以揀咗參軍（係又老兵 Ralph McLean係蘋果動講嘅）', '鄉下仔唔係唔識香港，係乜都唔識']",0,0,41754,2016,12
69,2016年12月17日 03:37:01,"['乜撚野叫居港洋人，唔係『黃皮膚，黑眼睛』就非我族裔？ 百份報頁真係', '黃你老母臭雞']",0,0,41754,2016,12
70,2016年12月17日 00:46:42,[],0,0,41754,2016,12
71,2016年12月17日 00:40:50,"['', '', '偶像', '當年你一野跳埋去硬食個手榴彈真係好勇', '', '春秋二祭去香港公園上返柱香', '', '上次返香港專登去西灣同香港公園鞠左個躬']",0,0,41754,2016,12
72,2016年12月17日 00:39:11,"['想當年聽阿sir 講個兩營加拿大兵連香港係邊到都唔知，以為去好似去遠東遠行，陽光與海灘，沒諗過一黎就戰死異鄉', '無可能唔識香港啦。', '', '反而佢地唔知自己目的地係香港就真，因為軍情要保密，事前唔會同士兵講行軍調動啲詳情', '', '其實係大部份都唔識香港 試想像下當年冇依家資訊咁流通，再加上溫尼柏榴彈兵同Royal Canadian Rifles啲兵其實好多都係加拿大啲鄉村嚟，佢地係想去東方見識下，但係又冇錢，所以揀咗參軍（係又老兵 Ralph McLean係蘋果動講嘅）', '', '唔只 佢地好多都以為（被昆）係輕鬆野', '好多根本係新兵嚟', '不過佢地真係好撚勇 連隻狗都勇過人']",0,0,41754,2016,12
73,2016年12月16日 21:49:20,"['想當年聽阿sir 講個兩營加拿大兵連香港係邊到都唔知，以為去好似去遠東遠行，陽光與海灘，沒諗過一黎就戰死異鄉', '無可能唔識香港啦。', '', '反而佢地唔知自己目的地係香港就真，因為軍情要保密，事前唔會同士兵講行軍調動啲詳情', '', '其實係大部份都唔識香港 試想像下當年冇依家資訊咁流通，再加上溫尼柏榴彈兵同Royal Canadian Rifles啲兵其實好多都係加拿大啲鄉村嚟，佢地係想去東方見識下，但係又冇錢，所以揀咗參軍（係又老兵 Ralph McLean係蘋果動講嘅）']",0,0,41754,2016,12
74,2016年12月16日 21:42:12,['乜撚野叫居港洋人，唔係『黃皮膚，黑眼睛』就非我族裔？ 百份報頁真係'],0,0,41754,2016,12
75,2016年12月16日 20:35:14,"['Lm', '維多利亞']",0,0,41754,2016,12
76,2016年12月16日 07:54:42,"['無啦啦黎左香港就打香港保衛戰戰死', '仆街共產黨講到有自己守衛香港咁無恥']",0,0,41754,2016,12
77,2016年12月16日 07:05:49,"['想當年聽阿sir 講個兩營加拿大兵連香港係邊到都唔知，以為去好似去遠東遠行，陽光與海灘，沒諗過一黎就戰死異鄉', '無可能唔識香港啦。', '', '反而佢地唔知自己目的地係香港就真，因為軍情要保密，事前唔會同士兵講行軍調動啲詳情']",0,0,41754,2016,12
78,2021年10月18日 08:36:59,"['呼籲：', '', '', '', '', '']",5,1,2741818,2021,10
79,2021年10月18日 08:39:40,['旁聽要人'],2,0,2741818,2021,10
80,2021年10月18日 08:39:25,"['push', '2']",0,1,2741818,2021,10
81,2021年10月18日 08:39:15,"['旁聽', '2']",0,1,2741818,2021,10
82,2021年10月18日 08:39:04,"['【保釋及送車位置】', '', '?送車位位於法院停車場', '?揾唔到就圍住法院兜一圈', '', '《高 等 法 院》', '遮陣位：正門噴水池/其他秘道', '還押後獲釋遮陣位：地下金鐘道停車場', '送車位：地下金鐘道停車場', '**可由LG4小樓梯行落去停車場／噴水池出口電梯落到LG4再喺花槽中間樓梯行落去轉左', '', '《區 域 法 院》', '遮陣位：正門', '還押後獲釋遮陣位：正門', '送車位：正門轉右再轉右行幾級樓梯，兜到去消防局停車場', '', '《西 九 龍 裁 判 法 院》', '遮陣位：法院範圍內扶手電梯／法院範圍小額錢債處門口', '還押後獲釋遮陣位：法院範圍內扶手電梯／法院範圍小額錢債處門口', '送車位：正門轉左直行到渠務署污水房（地盤對面）', '', '《東 區 裁 判 法 院》', '遮陣位：正門', '還押後獲釋遮陣位：正門', '送車位：正門轉左再轉左（巴士站對面）', '', '《屯 門 裁 判 法 院》', '遮陣位：正門', '還押後獲釋遮陣位：正門', '送車位：正門轉左（送車口好細）', '', '《觀 塘 裁 判 法 院》', '遮陣位：正門', '還押後獲釋遮陣位：正門', '送車位：正門轉左再轉左（馬路燈前轉）／正門轉右再轉右（見到郵政局轉）', '', '特別鳴謝被捕人士關注組公海手足整合以上資訊']",2,0,2741818,2021,10
83,2021年10月18日 08:38:14,"['#上庭聲援 #交通資訊', '觀塘裁判法院交通', '', '新界', '上水：', '277E [觀塘游泳池]', '粉嶺：', '277X [觀塘游泳池]', '大埔：', '74X 到大老山', '轉乘 89D, 277E/X [觀塘游泳池]', '馬鞍山：', '89D [觀塘游泳池]', '沙田：', '89/B/C/X 到大老山', '轉乘 89D, 277E/X [觀塘游泳池]', '將軍澳：', '296A [觀塘法院]', '坑口、寶林：', '98A [觀塘法院]', '青衣、荃灣：', '42C [觀塘游泳池]', '葵芳：', '38 [觀塘游泳池]', '屯門：', '258D, 259D [觀塘游泳池]', '', '九龍', '油塘：', '14B [觀塘法院]', '藍田：', '14B, 15A [觀塘法院]', '慈雲山：', '15A [觀塘游泳池]', '黃大仙：', '14, 15, 38, 42C, 258D, 259D [觀塘游泳池]', '九龍灣：', '14/B, 15/A, 16, 38, 42C, 89D [觀塘游泳池]', '土瓜灣：', '14, 15 [觀塘游泳池]', '尖沙咀：', '14X, 215X [觀塘游泳池]', '旺角：', '16, 93K, 296C [觀塘游泳池]', '深水埗：', '296C [觀塘游泳池]', '', '港島', '中環、灣仔：', '619, 641注意服務時間 [觀塘法院]', '灣仔：', '601, 619, 641 [觀塘法院]', '銅鑼灣：', '601, 619, 671(建議) [觀塘法院]', '東區：', '606 [觀塘法院]', '鴨脷洲、黃竹坑：', '671 [觀塘法院]', '', '交通資訊由【天眼．交通頻道】提供']",2,0,2741818,2021,10
84,2021年10月18日 08:38:02,"['#上庭聲援 #交通資訊', '屯門裁判法院交通', '', '新界', '荃灣區：60M [屯門公園] (推薦), 68A [屯門大會堂]', '青衣：68A [屯門大會堂]', '沙田區：263 [屯門公園]', '北區：261 [屯門官立中學]', '', '九龍', '油尖旺區：60X [屯門市中心], 63X [屯門大會堂], 260X [屯門市廣場] (推薦)', '深水埗區：60X [屯門市中心], 63X [屯門大會堂], 58X [屯門市廣場]', '九龍城區：61X [屯門市中心]', '觀塘區：62X, 259D [屯門市中心]', '黃大仙區：62X, 259D [屯門市中心]', '', '港島', '中西區：960 [屯門市廣場], 961 [屯門公園]', '', '交通資訊由【天眼．交通頻道】提供']",2,0,2741818,2021,10
85,2021年10月18日 08:37:51,"['#上庭聲援 #交通資訊', '東區裁判法院交通：', '於「西灣河（嘉亨灣）巴士總站」落車', '九龍：', '啟德：608', '港島：', '中環、金鐘：720', 'CWB、天后、北角、太古：2', '柴灣、赤柱：14', '', '於「鯉景灣」巴士站落車', '港島：', '中環：722', 'CWB、天后：2A,2X,77', '北角、太古：2A,77,99,722', '筲箕灣：2X,77,99', '香港仔：77', '海怡：99', '', '新界', '西貢區：694 [西灣河站]', '沙田區：682 [太安樓]', '', '另外「西灣河碼頭」', '有船來往觀塘碼頭，但旁邊係水警總部', '', '交通資訊由【天眼．交通頻道】提供']",2,0,2741818,2021,10
86,2021年10月18日 08:37:41,"['#上庭聲援 #交通資訊', '西九龍裁判法院交通', '九龍西', '旺角彌敦道：118 [東京街西]', '旺角道：202 [西九龍法院大樓]', '旺角亞皆老街：18, 701 [東京街西]', '旺角亞皆老街：202 [西九龍法院大樓]', '旺角亞皆老街：296C [英華書院]', '大角咀：12 [東京街西]', '大角咀：32 [蔬菜統營處]', '大角咀：202 [西九龍法院大樓]', '黃埔：12A [東京街西]', '黃埔：30X [長沙灣遊樂場]', '北河街街市：小巴75B [西九龍法院]', '', '九龍東', '土瓜灣：45 [長沙灣遊樂場]', '黃大仙：214 [長沙灣遊樂場]', '九龍塘：702 [東京街西]', '石硤尾：702 [東京街西]', '秀茂坪：214 [長沙灣遊樂場]', '九龍灣：296C [英華書院]', '觀塘：296C [英華書院]', '', '港島', '東區：118 [東京街西]', '南區：171 [怡閣苑]', '灣仔：905 [怡閣苑]', '灣仔：914 [東京街西]', '中西區：904, 905 [怡閣苑]', '中西區：914 [東京街西]', '', '新界東', '北區：270B [元州邨]', '大埔：W3(青沙)>286X [長沙灣遊樂場]', '大埔：72 [永隆街]', '大埔：72X(旺角站)>202 [西九龍法院大樓]', '大埔：72X(旺角站)>296C [英華書院]', '沙田：280X(青沙)>286X [長沙灣遊樂場]', '大圍：286X [長沙灣遊樂場]', '馬鞍山：86C [東京街]', '將軍澳(尚德)：296C [英華書院]', '將軍澳：98C [長沙灣遊樂場]', '', '新界西', '元朗：68X [元州邨]', '天水圍：69X, 265B [元州邨]', '屯門(大興)：66X [元州邨]', '屯門(虎地)：67X [元州邨]', '屯門(新墟)：67X [元州邨]', '屯門(市中心)：60X [元州邨]', '屯門(良田)：58X [元州邨]', '屯門碼頭：59X [元州邨]', '深井：52X [元州邨]', '荃灣：30X, 33A, 234X [元州邨]', '梨木樹：36A [東京街西]', '海濱花園：238X [元州邨]', '石籬：32 [麗蘿樓]', '葵涌：33A, 37 [元州邨]', '葵涌：36A [東京街西]', '青衣：41 [元州邨]', '', '正門位於通州街(天橋底)，有升降機', '側門位於英華街，有扶手電梯', '', '交通資訊由【天眼．交通頻道】提供']",2,0,2741818,2021,10
